protein1_id	protein2_id	gene1	gene2	complex_ids	complex_names	n_complexes_shared	evidence_in_ppi_graph	sources	methods	publications	supporting_structures	n_ddi	n_dmi	ddi	dmi
O94776	Q13330	MTA2	MTA1	632	Anti-HDAC2 complex	1	False								
O94776	Q13547	MTA2	HDAC1	61;62;632;646;649;685;888;1495	Mi2/NuRD complex;MeCP1 complex;Anti-HDAC2 complex;HDAC1-associated protein complex;HDAC1-associated core complex cII;MeCP1 complex;MTA2 complex;PID complex	8	True	Human Protein Atlas (HPA)				2	0	PF00249(SANT/Myb domain)--PF00850(Histone deacetylase domain)[pdb=3] | PF01448(ELM2 domain)--PF00850(Histone deacetylase domain)[pdb=17]	
O94776	Q14202	MTA2	ZMYM3	632	Anti-HDAC2 complex	1	False								
O94776	Q14687	MTA2	GSE1	632	Anti-HDAC2 complex	1	False								
O94776	Q14839	MTA2	CHD4	61;62;632;685;888;1495;7225	Mi2/NuRD complex;MeCP1 complex;Anti-HDAC2 complex;MeCP1 complex;MTA2 complex;PID complex;CDH4-HDAC2-MTA2-RBBP7-TWIST1 complex	7	False								
O94776	Q15672	MTA2	TWIST1	7225	CDH4-HDAC2-MTA2-RBBP7-TWIST1 complex	1	True	BioGRID	Reconstituted Complex	20714342		0	0		
O94776	Q16576	MTA2	RBBP7	61;62;632;646;649;650;685;888;7225	Mi2/NuRD complex;MeCP1 complex;Anti-HDAC2 complex;HDAC1-associated protein complex;HDAC1-associated core complex cII;HDAC2-asscociated core complex;MeCP1 complex;MTA2 complex;CDH4-HDAC2-MTA2-RBBP7-TWIST1 complex	9	True	BioGRID;Human Protein Atlas (HPA)	Reconstituted Complex	20714342		2	0	PF17226(Metastasis-associated protein MTA1, R1 domain)--PF00400(WD40 repeat)[pdb=23] | PF17226(Metastasis-associated protein MTA1, R1 domain)--PF12265(Histone-binding protein RBBP4-like, N-terminal)[pdb=10]	
O94776	Q86YP4	MTA2	GATAD2A	649;650	HDAC1-associated core complex cII;HDAC2-asscociated core complex	2	False								
O94776	Q8WXI9	MTA2	GATAD2B	685	MeCP1 complex	1	True	Human Protein Atlas (HPA)				1	0	PF00320(Zinc finger, GATA-type)--PF00320(Zinc finger, GATA-type)[pdb=2]	
O94776	Q92769	MTA2	HDAC2	61;62;632;650;685;888;7225	Mi2/NuRD complex;MeCP1 complex;Anti-HDAC2 complex;HDAC2-asscociated core complex;MeCP1 complex;MTA2 complex;CDH4-HDAC2-MTA2-RBBP7-TWIST1 complex	7	True	BioGRID;Human Protein Atlas (HPA)	Reconstituted Complex	20714342		2	0	PF00249(SANT/Myb domain)--PF00850(Histone deacetylase domain)[pdb=3] | PF01448(ELM2 domain)--PF00850(Histone deacetylase domain)[pdb=17]	
O94776	Q96BD5	MTA2	PHF21A	632	Anti-HDAC2 complex	1	False								
O94776	Q96ST3	MTA2	SIN3A	632;888	Anti-HDAC2 complex;MTA2 complex	2	False								
O94776	Q9P0W2	MTA2	HMG20B	632	Anti-HDAC2 complex	1	False								
O94776	Q9UBB5	MTA2	MBD2	62;646;649;685	MeCP1 complex;HDAC1-associated protein complex;HDAC1-associated core complex cII;MeCP1 complex	4	True	BioGRID	Reconstituted Complex	10444591		1	0	PF00249(SANT/Myb domain)--PF01429(Methyl-CpG DNA binding)[pdb=3]	
O94776	Q9UBW7	MTA2	ZMYM2	632	Anti-HDAC2 complex	1	False								
O94776	Q9UKL0	MTA2	RCOR1	632;646;649	Anti-HDAC2 complex;HDAC1-associated protein complex;HDAC1-associated core complex cII	3	False								
O94864	Q12962	SUPT7L	TAF10	475;476	STAGA complex;STAGA complex	2	True	BioGRID;PDB	EM;Reconstituted Complex	15870280	7KTR;7KTS;8H7G	1	0	PF07524(Bromodomain associated domain)--PF03540(Transcription initiation factor TFIID, subunit 10)[pdb=28]	
O94864	Q15393	SUPT7L	SF3B3	475;476	STAGA complex;STAGA complex	2	False								
O94864	Q16514	SUPT7L	TAF12	475;476	STAGA complex;STAGA complex	2	True	Human Protein Atlas (HPA)				0	0		
O94864	Q16594	SUPT7L	TAF9	475;476	STAGA complex;STAGA complex	2	True	PDB	EM		8H7G	0	0		
O94864	Q92830	SUPT7L	KAT2A	475;476	STAGA complex;STAGA complex	2	False								
O94864	Q96BN2	SUPT7L	TADA1	475;476	STAGA complex;STAGA complex	2	True	PDB	EM		7KTR;7KTS;8H7G	1	0	PF07524(Bromodomain associated domain)--PF12767(Transcriptional coactivator Hfi1/Transcriptional adapter 1)[pdb=2]	
O94864	Q9Y4A5	SUPT7L	TRRAP	475;476	STAGA complex;STAGA complex	2	True	Human Protein Atlas (HPA);PDB	EM		7KTR;8H7G	0	0		
O94864	Q9Y6J9	SUPT7L	TAF6L	475;476	STAGA complex;STAGA complex	2	True	PDB	EM		7KTR;7KTS;8H7G	0	0		
O95163	Q0PNE2	ELP1	ELP6	6332	Elongator complex (ELP1, ELP2, ELP3, ELP4, ELP5, ELP6)	1	False								
O95163	Q6IA86	ELP1	ELP2	1380;2716;6332	Elongator holo complex;Elongator core complex;Elongator complex (ELP1, ELP2, ELP3, ELP4, ELP5, ELP6)	3	True	Human Protein Atlas (HPA);PDB	EM		8PTX;8PU0	1	0	PF04762(ELP1, first N-terminal beta-propeller)--PF00400(WD40 repeat)[pdb=2]	
O95163	Q8TE02	ELP1	ELP5	6332	Elongator complex (ELP1, ELP2, ELP3, ELP4, ELP5, ELP6)	1	False								
O95163	Q96EB1	ELP1	ELP4	1380;6332	Elongator holo complex;Elongator complex (ELP1, ELP2, ELP3, ELP4, ELP5, ELP6)	2	False								
O95163	Q9H9T3	ELP1	ELP3	1380;2716;6332	Elongator holo complex;Elongator core complex;Elongator complex (ELP1, ELP2, ELP3, ELP4, ELP5, ELP6)	3	True	Human Protein Atlas (HPA);PDB	EM		8PTX;8PTY;8PTZ;8PU0	2	0	PF04762(ELP1, first N-terminal beta-propeller)--PF00583(GNAT domain)[pdb=1] | PF04762(ELP1, first N-terminal beta-propeller)--PF16199(Radical SAM, C-terminal extension)[pdb=4]	
O95238	P10275	SPDEF	AR	9261	AR-SPDEF complex	1	True	BioGRID;CORUM	Reconstituted Complex;gst pull down	10625666		0	0		
O95251	P10275	KAT7	AR	9087	AR-KAT7 complex	1	True	BioGRID;CORUM;Human Protein Atlas (HPA)	Reconstituted Complex;gst pull down;two hybrid	10930412		0	0		
O95251	Q6IE81	KAT7	JADE1	1352;2858	ING4 complex (ING4, JADE1, KAT7, MEAF6);ING5 complex (ING5, JADE1, KAT7, MEAF6)	2	True	BioGRID;Human Protein Atlas (HPA)	Reconstituted Complex	22144582;29382722		1	0	PF17772(MYST, zinc finger domain)--PF10513(Enhancer of polycomb-like, N-terminal)[pdb=14]	
O95251	Q8WYH8	KAT7	ING5	2858;7254;7255	ING5 complex (ING5, JADE1, KAT7, MEAF6);ING5 complex (ING5, JADE2, KAT7, MEAF6);ING5 complex (ING5, JADE3, KAT7, MEAF6)	3	False								
O95251	Q92613	KAT7	JADE3	2848;7255	ING4 complex (ING4, JADE3, KAT7, MEAF6);ING5 complex (ING5, JADE3, KAT7, MEAF6)	2	True	Human Protein Atlas (HPA)				1	0	PF17772(MYST, zinc finger domain)--PF10513(Enhancer of polycomb-like, N-terminal)[pdb=14]	
O95251	Q9HAF1	KAT7	MEAF6	1352;2847;2848;2858;7254;7255	ING4 complex (ING4, JADE1, KAT7, MEAF6);ING4 complex (ING4, JADE2, KAT7, MEAF6);ING4 complex (ING4, JADE3, KAT7, MEAF6);ING5 complex (ING5, JADE1, KAT7, MEAF6);ING5 complex (ING5, JADE2, KAT7, MEAF6);ING5 complex (ING5, JADE3, KAT7, MEAF6)	6	False								
O95251	Q9NQC1	KAT7	JADE2	2847;7254	ING4 complex (ING4, JADE2, KAT7, MEAF6);ING5 complex (ING5, JADE2, KAT7, MEAF6)	2	False								
O95251	Q9UNL4	KAT7	ING4	1352;2847;2848	ING4 complex (ING4, JADE1, KAT7, MEAF6);ING4 complex (ING4, JADE2, KAT7, MEAF6);ING4 complex (ING4, JADE3, KAT7, MEAF6)	3	True	BioGRID	Reconstituted Complex	31754246		0	0		
O95343	O95677	SIX3	EYA4	8492	EYA4-SIX3 complex	1	True	CORUM	coimmunoprecipitation	19606496		0	0		
O95343	O95983	SIX3	MBD3	7946	SIX3-LSD1-NuRD(MTA3) complex	1	False								
O95343	Q09028	SIX3	RBBP4	7946	SIX3-LSD1-NuRD(MTA3) complex	1	False								
O95343	Q13547	SIX3	HDAC1	7946	SIX3-LSD1-NuRD(MTA3) complex	1	False								
O95343	Q16576	SIX3	RBBP7	7946	SIX3-LSD1-NuRD(MTA3) complex	1	False								
O95343	Q92769	SIX3	HDAC2	7946	SIX3-LSD1-NuRD(MTA3) complex	1	False								
O95343	Q9BTC8	SIX3	MTA3	7946;7976	SIX3-LSD1-NuRD(MTA3) complex;SIX3-LSD1-MTA3 complex	2	False								
O95343	Q9UBB5	SIX3	MBD2	7946	SIX3-LSD1-NuRD(MTA3) complex	1	False								
O95409	P15884	ZIC2	TCF4	8494	TCF4-ZIC2 complex	1	True	CORUM	coimmunoprecipitation	21908606		0	0		
O95503	P35226	CBX6	BMI1	8386	PRC1.4c complex	1	True	Human Protein Atlas (HPA)				1	0	PF17218(CBX family C-terminal motif)--PF16207(RAWUL domain)[pdb=4]	
O95503	P78364	CBX6	PHC1	8386	PRC1.4c complex	1	True	Human Protein Atlas (HPA)				0	0		
O95503	Q06587	CBX6	RING1	8386	PRC1.4c complex	1	True	Human Protein Atlas (HPA)				1	0	PF17218(CBX family C-terminal motif)--PF16207(RAWUL domain)[pdb=4]	
O95503	Q14781	CBX6	CBX2	8386	PRC1.4c complex	1	False								
O95503	Q8IXK0	CBX6	PHC2	8386	PRC1.4c complex	1	False								
O95503	Q8NDX5	CBX6		8386	PRC1.4c complex	1	False								
O95503	Q96GD3	CBX6	SCMH1	8386	PRC1.4c complex	1	False								
O95503	Q99496	CBX6	RNF2	8386	PRC1.4c complex	1	True	Human Protein Atlas (HPA)				1	0	PF17218(CBX family C-terminal motif)--PF16207(RAWUL domain)[pdb=4]	
O95503	Q9HC52	CBX6	CBX8	8386	PRC1.4c complex	1	True	Human Protein Atlas (HPA)				0	0		
O95619	O96019	YEATS4	ACTL6A	528;529;798;2857;8022	NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex A;NuA4/Tip60 HAT complex;SRCAP-containing complex	5	False								
O95619	Q15014	YEATS4	MORF4L2	528;529	NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex	2	False								
O95619	Q15906	YEATS4	VPS72	529	NuA4/Tip60-HAT complex	1	False								
O95619	Q52LR7	YEATS4	EPC2	798;2857	NuA4/Tip60-HAT complex A;NuA4/Tip60 HAT complex	2	True	Human Protein Atlas (HPA)				0	0		
O95619	Q6ZRS2	YEATS4	SRCAP	8022	SRCAP-containing complex	1	True	PDB	EM		8X19	0	0		
O95619	Q92993	YEATS4	KAT5	528;529;798;2857	NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex A;NuA4/Tip60 HAT complex	4	False								
O95619	Q96L91	YEATS4	EP400	528;529;798;2857	NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex A;NuA4/Tip60 HAT complex	4	False								
O95619	Q9GZN1	YEATS4	ACTR6	8022	SRCAP-containing complex	1	False								
O95619	Q9H0E9	YEATS4	BRD8	528;529;798;2857	NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex A;NuA4/Tip60 HAT complex	4	False								
O95619	Q9H2F5	YEATS4	EPC1	528;529;798;2857	NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex A;NuA4/Tip60 HAT complex	4	False								
O95619	Q9HAF1	YEATS4	MEAF6	528;529;798;2857	NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex A;NuA4/Tip60 HAT complex	4	False								
O95619	Q9NPF5	YEATS4	DMAP1	528;529;798;2857;8022	NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex A;NuA4/Tip60 HAT complex;SRCAP-containing complex	5	True	Human Protein Atlas (HPA);PDB	EM		8X19;8X1C	0	0		
O95619	Q9NV56	YEATS4	MRGBP	528;529;798	NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex A	3	True	Human Protein Atlas (HPA)				0	0		
O95619	Q9NXR8	YEATS4	ING3	528;529;798;2857	NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex A;NuA4/Tip60 HAT complex	4	False								
O95619	Q9UBU8	YEATS4	MORF4L1	528;529;798;2857	NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex A;NuA4/Tip60 HAT complex	4	False								
O95619	Q9Y230	YEATS4	RUVBL2	528;529;798;2857;8022	NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex A;NuA4/Tip60 HAT complex;SRCAP-containing complex	5	True	Human Protein Atlas (HPA)				0	0		
O95619	Q9Y265	YEATS4	RUVBL1	528;529;798;2857;8022	NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex A;NuA4/Tip60 HAT complex;SRCAP-containing complex	5	True	Human Protein Atlas (HPA)				0	0		
O95619	Q9Y4A5	YEATS4	TRRAP	528;529;798;2857	NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex A;NuA4/Tip60 HAT complex	4	False								
O95696	Q8WYB5	BRD1	KAT6B	7252	ING5 (BRPF2, MOZ, MORF) complex	1	False								
O95696	Q8WYH8	BRD1	ING5	7252	ING5 (BRPF2, MOZ, MORF) complex	1	False								
O95696	Q92794	BRD1	KAT6A	7252	ING5 (BRPF2, MOZ, MORF) complex	1	False								
O95696	Q9HAF1	BRD1	MEAF6	7252	ING5 (BRPF2, MOZ, MORF) complex	1	False								
O95935	Q9UMR3	TBX18	TBX20	6768	TBX20-TBX18 repressor complex	1	True	CORUM	anti tag coimmunoprecipitation	24024827		1	0	PF00907(T-box transcription factor, DNA-binding domain)--PF00907(T-box transcription factor, DNA-binding domain)[pdb=10]	
O95983	P41182	MBD3	BCL6	585	Mi2/NuRD-BCL6-MTA3 complex	1	False								
O95983	Q09028	MBD3	RBBP4	61;62;587;646;649;650;685;886;888;1495;7946	Mi2/NuRD complex;MeCP1 complex;NuRD.1 complex;HDAC1-associated protein complex;HDAC1-associated core complex cII;HDAC2-asscociated core complex;MeCP1 complex;MTA1 complex;MTA2 complex;PID complex;SIX3-LSD1-NuRD(MTA3) complex	11	True	BioGRID;Human Protein Atlas (HPA)	Reconstituted Complex	10444591		0	0		
O95983	Q12873	MBD3	CHD3	646;649;650	HDAC1-associated protein complex;HDAC1-associated core complex cII;HDAC2-asscociated core complex	3	False								
O95983	Q13330	MBD3	MTA1	587;886	NuRD.1 complex;MTA1 complex	2	True	BioGRID	Reconstituted Complex	22196727		1	0	PF01429(Methyl-CpG DNA binding)--PF00249(SANT/Myb domain)[pdb=3]	
O95983	Q13547	MBD3	HDAC1	61;62;585;587;646;649;685;886;888;1495;7946	Mi2/NuRD complex;MeCP1 complex;Mi2/NuRD-BCL6-MTA3 complex;NuRD.1 complex;HDAC1-associated protein complex;HDAC1-associated core complex cII;MeCP1 complex;MTA1 complex;MTA2 complex;PID complex;SIX3-LSD1-NuRD(MTA3) complex	11	True	BioGRID;Human Protein Atlas (HPA)	Reconstituted Complex	10444591;12124384		1	0	PF01429(Methyl-CpG DNA binding)--PF00850(Histone deacetylase domain)[pdb=3]	
O95983	Q14839	MBD3	CHD4	61;62;585;587;685;888;1495	Mi2/NuRD complex;MeCP1 complex;Mi2/NuRD-BCL6-MTA3 complex;NuRD.1 complex;MeCP1 complex;MTA2 complex;PID complex	7	False								
O95983	Q16576	MBD3	RBBP7	61;62;587;646;649;650;685;886;888;7946	Mi2/NuRD complex;MeCP1 complex;NuRD.1 complex;HDAC1-associated protein complex;HDAC1-associated core complex cII;HDAC2-asscociated core complex;MeCP1 complex;MTA1 complex;MTA2 complex;SIX3-LSD1-NuRD(MTA3) complex	10	True	BioGRID	Reconstituted Complex	10444591		0	0		
O95983	Q86YP4	MBD3	GATAD2A	649;650	HDAC1-associated core complex cII;HDAC2-asscociated core complex	2	True	BioGRID	Reconstituted Complex	12183469;16738318		1	0	PF14048(Methyl-CpG binding protein 2/3, C-terminal domain)--PF16563(Transcriptional repressor p66, coiled-coil MBD2-interaction domain)[pdb=1]	
O95983	Q8WXI9	MBD3	GATAD2B	685	MeCP1 complex	1	True	BioGRID;Human Protein Atlas (HPA)	Reconstituted Complex	11756549;12183469;16738318		1	0	PF14048(Methyl-CpG binding protein 2/3, C-terminal domain)--PF16563(Transcriptional repressor p66, coiled-coil MBD2-interaction domain)[pdb=1]	
O95983	Q92769	MBD3	HDAC2	61;62;587;650;685;886;888;7946	Mi2/NuRD complex;MeCP1 complex;NuRD.1 complex;HDAC2-asscociated core complex;MeCP1 complex;MTA1 complex;MTA2 complex;SIX3-LSD1-NuRD(MTA3) complex	8	True	Human Protein Atlas (HPA)				1	0	PF01429(Methyl-CpG DNA binding)--PF00850(Histone deacetylase domain)[pdb=3]	
O95983	Q96ST3	MBD3	SIN3A	888	MTA2 complex	1	False								
O95983	Q9BTC8	MBD3	MTA3	585;7946	Mi2/NuRD-BCL6-MTA3 complex;SIX3-LSD1-NuRD(MTA3) complex	2	False								
O95983	Q9UBB5	MBD3	MBD2	62;646;649;685;7946	MeCP1 complex;HDAC1-associated protein complex;HDAC1-associated core complex cII;MeCP1 complex;SIX3-LSD1-NuRD(MTA3) complex	5	True	BioGRID	Reconstituted Complex	10444591;15701600		1	0	PF01429(Methyl-CpG DNA binding)--PF01429(Methyl-CpG DNA binding)[pdb=26]	
O95983	Q9UKL0	MBD3	RCOR1	646;649	HDAC1-associated protein complex;HDAC1-associated core complex cII	2	False								
O96019	P01106	ACTL6A	MYC	1171	c-MYC-ATPase-helicase complex	1	False								
O96019	P15923	ACTL6A	TCF3	302	INO80 chromatin remodeling complex	1	False								
O96019	P38398	ACTL6A	BRCA1	238	SWI-SNF chromatin remodeling-related-BRCA1 complex	1	False								
O96019	P51531	ACTL6A	SMARCA2	238;711;714;806;808;1237;1251;7372	SWI-SNF chromatin remodeling-related-BRCA1 complex;Brm-associated complex;BRM-SIN3A complex;BRM-SIN3A-HDAC complex;BRM-associated complex;BAF complex;BAF complex;BRD7-SWI–SNF complex	8	False								
O96019	P51532	ACTL6A	SMARCA4	149;238;554;555;556;566;713;739;803;807;1237;1238;1239;1252;3063;7372	PBAF complex (Polybromo- and BAF containing complex);SWI-SNF chromatin remodeling-related-BRCA1 complex;PBAF complex;BAF complex;PBAF complex, BAF200-specific;BAF complex;BRG1-SIN3A complex;SIN3-ING1b complex II;BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I;BRG1-associated complex;BAF complex;PBAF complex (Polybromo- and BAF containing complex);EBAFb complex;EBAFa complex;Brg1-associated complex II;BRD7-SWI–SNF complex	16	True	Human Protein Atlas (HPA);PDB	EM		6LTJ;7VDV;7Y8R	0	0		
O96019	P60709	ACTL6A	ACTB	149;566;1166	PBAF complex (Polybromo- and BAF containing complex);BAF complex;p400-associated complex	3	True	Human Protein Atlas (HPA);PDB	EM		6LTJ;7VDV;7Y8R;8QR1;8X15;8X19;8X1C;8XVG;8XVT;9C57;9C62;9C6N	0	0		
O96019	Q03111	ACTL6A	MLLT1	1239;1252	EBAFb complex;EBAFa complex	2	False								
O96019	Q09028	ACTL6A	RBBP4	713;714;739	BRG1-SIN3A complex;BRM-SIN3A complex;SIN3-ING1b complex II	3	False								
O96019	Q12824	ACTL6A	SMARCB1	149;238;554;555;556;566;711;713;714;739;803;806;807;808;1237;1238;1239;1251;1252;2852;3063	PBAF complex (Polybromo- and BAF containing complex);SWI-SNF chromatin remodeling-related-BRCA1 complex;PBAF complex;BAF complex;PBAF complex, BAF200-specific;BAF complex;Brm-associated complex;BRG1-SIN3A complex;BRM-SIN3A complex;SIN3-ING1b complex II;BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I;BRM-SIN3A-HDAC complex;BRG1-associated complex;BRM-associated complex;BAF complex;PBAF complex (Polybromo- and BAF containing complex);EBAFb complex;BAF complex;EBAFa complex;Brg1-based SWI/SNF complex;Brg1-associated complex II	21	True	Human Protein Atlas (HPA)				0	0		
O96019	Q13547	ACTL6A	HDAC1	714;739	BRM-SIN3A complex;SIN3-ING1b complex II	2	False								
O96019	Q15014	ACTL6A	MORF4L2	528;529	NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex	2	True	Human Protein Atlas (HPA)				0	0		
O96019	Q15906	ACTL6A	VPS72	529;799	NuA4/Tip60-HAT complex;DMAP1-associated complex	2	False								
O96019	Q16576	ACTL6A	RBBP7	739	SIN3-ING1b complex II	1	False								
O96019	Q4LE39	ACTL6A	ARID4B	739	SIN3-ING1b complex II	1	False								
O96019	Q52LR7	ACTL6A	EPC2	798;2857	NuA4/Tip60-HAT complex A;NuA4/Tip60 HAT complex	2	False								
O96019	Q53TQ3	ACTL6A		302	INO80 chromatin remodeling complex	1	False								
O96019	Q68CP9	ACTL6A	ARID2	149;554;556;1238	PBAF complex (Polybromo- and BAF containing complex);PBAF complex;PBAF complex, BAF200-specific;PBAF complex (Polybromo- and BAF containing complex)	4	False								
O96019	Q6P4R8	ACTL6A	NFRKB	302	INO80 chromatin remodeling complex	1	False								
O96019	Q6PI98	ACTL6A	INO80C	302	INO80 chromatin remodeling complex	1	False								
O96019	Q6STE5	ACTL6A	SMARCD3	713;714	BRG1-SIN3A complex;BRM-SIN3A complex	2	False								
O96019	Q6ZRS2	ACTL6A	SRCAP	799;8022	DMAP1-associated complex;SRCAP-containing complex	2	True	PDB	EM		8X15;8X19;8X1C	0	0		
O96019	Q86U86	ACTL6A	PBRM1	149;554;1238	PBAF complex (Polybromo- and BAF containing complex);PBAF complex;PBAF complex (Polybromo- and BAF containing complex)	3	False								
O96019	Q8NBZ0	ACTL6A	INO80E	302	INO80 chromatin remodeling complex	1	False								
O96019	Q8NFD5	ACTL6A	ARID1B	1239	EBAFb complex	1	False								
O96019	Q8TAQ2	ACTL6A	SMARCC2	149;238;554;555;556;566;711;713;714;739;803;806;807;808;1237;1238;1239;1251;1252;2852;3063;7372	PBAF complex (Polybromo- and BAF containing complex);SWI-SNF chromatin remodeling-related-BRCA1 complex;PBAF complex;BAF complex;PBAF complex, BAF200-specific;BAF complex;Brm-associated complex;BRG1-SIN3A complex;BRM-SIN3A complex;SIN3-ING1b complex II;BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I;BRM-SIN3A-HDAC complex;BRG1-associated complex;BRM-associated complex;BAF complex;PBAF complex (Polybromo- and BAF containing complex);EBAFb complex;BAF complex;EBAFa complex;Brg1-based SWI/SNF complex;Brg1-associated complex II;BRD7-SWI–SNF complex	22	True	Human Protein Atlas (HPA)				0	0		
O96019	Q8WUB8	ACTL6A	PHF10	7372	BRD7-SWI–SNF complex	1	True	Human Protein Atlas (HPA)				0	0		
O96019	Q92769	ACTL6A	HDAC2	713;714;739;803;806	BRG1-SIN3A complex;BRM-SIN3A complex;SIN3-ING1b complex II;BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I;BRM-SIN3A-HDAC complex	5	False								
O96019	Q92922	ACTL6A	SMARCC1	149;238;554;555;556;566;711;713;714;739;803;806;807;808;1237;1238;1239;1251;1252;2852;3063;7372	PBAF complex (Polybromo- and BAF containing complex);SWI-SNF chromatin remodeling-related-BRCA1 complex;PBAF complex;BAF complex;PBAF complex, BAF200-specific;BAF complex;Brm-associated complex;BRG1-SIN3A complex;BRM-SIN3A complex;SIN3-ING1b complex II;BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I;BRM-SIN3A-HDAC complex;BRG1-associated complex;BRM-associated complex;BAF complex;PBAF complex (Polybromo- and BAF containing complex);EBAFb complex;BAF complex;EBAFa complex;Brg1-based SWI/SNF complex;Brg1-associated complex II;BRD7-SWI–SNF complex	22	True	Human Protein Atlas (HPA)				0	0		
O96019	Q92925	ACTL6A	SMARCD2	238;554;555;713;714;806;808;1239;1252	SWI-SNF chromatin remodeling-related-BRCA1 complex;PBAF complex;BAF complex;BRG1-SIN3A complex;BRM-SIN3A complex;BRM-SIN3A-HDAC complex;BRM-associated complex;EBAFb complex;EBAFa complex	9	True	Human Protein Atlas (HPA)				0	0		
O96019	Q92993	ACTL6A	KAT5	525;528;529;787;798;2856;2857	TIP60 histone acetylase complex;NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex B;NuA4/Tip60-HAT complex A;NuA4/Tip60 HAT complex;NuA4/Tip60 HAT complex	7	False								
O96019	Q969G3	ACTL6A	SMARCE1	149;238;554;555;556;566;711;713;714;803;806;807;808;1237;1238;1239;1251;1252;7372	PBAF complex (Polybromo- and BAF containing complex);SWI-SNF chromatin remodeling-related-BRCA1 complex;PBAF complex;BAF complex;PBAF complex, BAF200-specific;BAF complex;Brm-associated complex;BRG1-SIN3A complex;BRM-SIN3A complex;BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I;BRM-SIN3A-HDAC complex;BRG1-associated complex;BRM-associated complex;BAF complex;PBAF complex (Polybromo- and BAF containing complex);EBAFb complex;BAF complex;EBAFa complex;BRD7-SWI–SNF complex	19	True	Human Protein Atlas (HPA)				0	0		
O96019	Q96EZ8	ACTL6A	MCRS1	302	INO80 chromatin remodeling complex	1	False								
O96019	Q96GM5	ACTL6A	SMARCD1	149;554;555;556;566;711;713;714;739;803;806;807;808;1237;1238;1239;1251;1252;7372	PBAF complex (Polybromo- and BAF containing complex);PBAF complex;BAF complex;PBAF complex, BAF200-specific;BAF complex;Brm-associated complex;BRG1-SIN3A complex;BRM-SIN3A complex;SIN3-ING1b complex II;BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I;BRM-SIN3A-HDAC complex;BRG1-associated complex;BRM-associated complex;BAF complex;PBAF complex (Polybromo- and BAF containing complex);EBAFb complex;BAF complex;EBAFa complex;BRD7-SWI–SNF complex	19	True	Human Protein Atlas (HPA)				0	0		
O96019	Q96L91	ACTL6A	EP400	528;529;798;799;1166;2856;2857	NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex A;DMAP1-associated complex;p400-associated complex;NuA4/Tip60 HAT complex;NuA4/Tip60 HAT complex	7	True	Human Protein Atlas (HPA);PDB	EM		8QR1;8XVG;8XVT;9C57;9C62;9C6N;9CAC;9CAE	0	0		
O96019	Q96ST3	ACTL6A	SIN3A	713;714;739;803;806	BRG1-SIN3A complex;BRM-SIN3A complex;SIN3-ING1b complex II;BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I;BRM-SIN3A-HDAC complex	5	False								
O96019	Q9C086	ACTL6A	INO80B	302	INO80 chromatin remodeling complex	1	False								
O96019	Q9GZN1	ACTL6A	ACTR6	8022	SRCAP-containing complex	1	False								
O96019	Q9H0E9	ACTL6A	BRD8	528;529;798;799;2856;2857	NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex;NuA4/Tip60-HAT complex A;DMAP1-associated complex;NuA4/Tip60 HAT complex;NuA4/Tip60 HAT complex	6	True	Human Protein Atlas (HPA)				0	0		
